President,Date,Proclamation Name,Link
Abraham Lincoln,"July 8, 1864","Proclamation 115 - Concerning a Bill ""To Guarantee to Certain States, Whose Governments Have Been Usurped or Overthrown, a Republican Form of Government,"" and Concerning Reconstruction",http://www.presidency.ucsb.edu/ws/index.php?pid=69995
Abraham Lincoln,"July 18, 1864","Proclamation 116 - Calling for 500,000 Volunteers",http://www.presidency.ucsb.edu/ws/index.php?pid=69996
Abraham Lincoln,"August 18, 1864",Proclamation 117 - Concerning Commercial Regulations,http://www.presidency.ucsb.edu/ws/index.php?pid=69997
Abraham Lincoln,"October 20, 1864","Proclamation 118 - Thanksgiving Day, 1864",http://www.presidency.ucsb.edu/ws/index.php?pid=69998
Abraham Lincoln,"October 31, 1864",Proclamation 119 - Admitting Nevada Into the Union,http://www.presidency.ucsb.edu/ws/index.php?pid=69999
Abraham Lincoln,"November 19, 1864","Proclamation 120 - Raising the Blockade of the Ports of Norfolk, Virginia and Fernandina, and Pensacola, Florida",http://www.presidency.ucsb.edu/ws/index.php?pid=70000
Abraham Lincoln,"December 19, 1864","Proclamation 121 - Calling for 300,000 Volunteers",http://www.presidency.ucsb.edu/ws/index.php?pid=70060
Abraham Lincoln,"January 10, 1865",Proclamation 122 - Concerning Commerce,http://www.presidency.ucsb.edu/ws/index.php?pid=70061
Abraham Lincoln,"February 17, 1865",Proclamation 123 - Convening an Extra Session of the United States Senate,http://www.presidency.ucsb.edu/ws/index.php?pid=70062
Abraham Lincoln,"March 11, 1865",Proclamation 124 - Offering Pardon to Deserters,http://www.presidency.ucsb.edu/ws/index.php?pid=70073
Abraham Lincoln,"March 17, 1865",Proclamation 125 - Ordering the Arrest and Prosecution of Those Furnishing  Arms to Hostile Indians,http://www.presidency.ucsb.edu/ws/index.php?pid=70074
Abraham Lincoln,"April 11, 1865",Proclamation 126 - Closing Certain Ports,http://www.presidency.ucsb.edu/ws/index.php?pid=70075
Abraham Lincoln,"April 11, 1865",Proclamation 127 - Opening the Port of Key West,http://www.presidency.ucsb.edu/ws/index.php?pid=70076
Abraham Lincoln,"April 11, 1865",Proclamation 128 - Claiming Equality of Rights with All Maritime Nations,http://www.presidency.ucsb.edu/ws/index.php?pid=70079
Andrew Johnson,"April 25, 1865","Proclamation 129 - Day of Fasting, Humiliation and Mourning for the Death of President Lincoln",http://www.presidency.ucsb.edu/ws/index.php?pid=72134
Andrew Johnson,"April 29, 1865",Proclamation 130 - Postponing the Day of Mourning for the Death of President Lincoln Until June 1,http://www.presidency.ucsb.edu/ws/index.php?pid=72245
Andrew Johnson,"May 2, 1865",Proclamation 131 - Rewards for the Arrest of Jefferson Davis and Others,http://www.presidency.ucsb.edu/ws/index.php?pid=72356
Andrew Johnson,"May 10, 1865",Proclamation 132 - Ordering the Arrest of Insurgent Cruisers,http://www.presidency.ucsb.edu/ws/index.php?pid=72370
Andrew Johnson,"May 22, 1865",Proclamation 133 - Raising the Blockade of Certain Ports,http://www.presidency.ucsb.edu/ws/index.php?pid=72381
Andrew Johnson,"May 29, 1865","Proclamation 134 - Granting Amnesty to Participants in the Rebellion, with Certain Exceptions",http://www.presidency.ucsb.edu/ws/index.php?pid=72392
Andrew Johnson,"May 29, 1865",Proclamation 135 - Reorganizing a Constitutional Government in North Carolina,http://www.presidency.ucsb.edu/ws/index.php?pid=72403
Andrew Johnson,"June 13, 1865",Proclamation 136 - Reorganizing a Constitutional Government in Mississippi,http://www.presidency.ucsb.edu/ws/index.php?pid=71914
Andrew Johnson,"June 13, 1865",Proclamation 137 - Removing Trade Restrictions on Confederate States Lying East of the Mississippi River,http://www.presidency.ucsb.edu/ws/index.php?pid=71925
Andrew Johnson,"June 17, 1865",Proclamation 138 - Reorganizing a Constitutional Government in Georgia,http://www.presidency.ucsb.edu/ws/index.php?pid=71936
Andrew Johnson,"June 17, 1865",Proclamation 139 - Reorganizing a Constitutional Government in Texas,http://www.presidency.ucsb.edu/ws/index.php?pid=71947
Andrew Johnson,"June 21, 1865",Proclamation 140 - Reorganizing a Constitutional Government in Alabama,http://www.presidency.ucsb.edu/ws/index.php?pid=71958
Andrew Johnson,"June 23, 1865","Proclamation 141 - Raising the Blockade of All Ports in the United States Including Galveston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=71969
Andrew Johnson,"June 24, 1865",Proclamation 142 - Removing Restrictions on Trade West of the Mississippi River,http://www.presidency.ucsb.edu/ws/index.php?pid=71980
Andrew Johnson,"June 30, 1865",Proclamation 143 - Reorganizing a Constitutional Government in South Carolina,http://www.presidency.ucsb.edu/ws/index.php?pid=71991
Andrew Johnson,"July 13, 1865",Proclamation 144 - Reorganizing a Constitutional Government in Flordia,http://www.presidency.ucsb.edu/ws/index.php?pid=72002
Andrew Johnson,"August 29, 1865",Proclamation 145 - Removing Trade Restrictions on Contraband of War,http://www.presidency.ucsb.edu/ws/index.php?pid=72013
Andrew Johnson,"October 12, 1865",Proclamation 146 - Declaring an End to Martial Law in the State of Kentucky,http://www.presidency.ucsb.edu/ws/index.php?pid=72024
Andrew Johnson,"October 28, 1865","Proclamation 147 - Thanksgiving Day, 1865",http://www.presidency.ucsb.edu/ws/index.php?pid=72035
Andrew Johnson,"December 1, 1865","Proclamation 148 - Revoking the Suspension of the Writ of Habeas Corpus, Except in Certain States and Territories",http://www.presidency.ucsb.edu/ws/index.php?pid=72046
Andrew Johnson,"February 12, 1866","Proclamation 150 - Revoking Exequatur of Estaban Rogers, Consul and Interim of Chile at New York",http://www.presidency.ucsb.edu/ws/index.php?pid=71984
Andrew Johnson,"March 26, 1866","Proclamation 152 - Revoking Exequatur of S.M. Svenson, Vice-Consul of Sweden and Norway at New Orleans, Louisiana",http://www.presidency.ucsb.edu/ws/index.php?pid=71985
Andrew Johnson,"March 26, 1866","Proclamation 151 - Revoking the Exequatur of Claudius Edward Habicht, Consul of Sweden and Norway at New Orleans, Louisiana",http://www.presidency.ucsb.edu/ws/index.php?pid=71986
Andrew Johnson,"April 2, 1866",Proclamation 153 - Declaring the Insurrection in Certain Southern States to be at an End,http://www.presidency.ucsb.edu/ws/index.php?pid=71987
Andrew Johnson,"May 30, 1866","Proclamation 154 - Annulment of Revocation to Exequatur to C.E. Habicht and S.M. Swenson, Consul and Vice Consul of Sweden and Norway at New Orleans, Louisiana",http://www.presidency.ucsb.edu/ws/index.php?pid=71988
Andrew Johnson,"June 6, 1866",Proclamation 155 - Warning Against Participation in an Expedition Against North American Colonies of Great Britain,http://www.presidency.ucsb.edu/ws/index.php?pid=71989
Andrew Johnson,"August 17, 1866",Proclamation 156 - Declaring a Certain Decree of Price Maximillian of Mexico to be Null and Void,http://www.presidency.ucsb.edu/ws/index.php?pid=71990
Andrew Johnson,"August 20, 1866","Proclamation 157 - Declaring that Peace, Order, Tranquillity, and Civil Authority Now Exists in and Throughout the Whole of the United States of America",http://www.presidency.ucsb.edu/ws/index.php?pid=71992
Andrew Johnson,"October 8, 1866","Proclamation 158 - Thanksgiving Day, 1866",http://www.presidency.ucsb.edu/ws/index.php?pid=71993
Andrew Johnson,"December 19, 1866","Proclamation 159 - Revoking Exequatur of Consular Offices of Hanover, Hesse, Nassau, and City of Frankfort",http://www.presidency.ucsb.edu/ws/index.php?pid=72073
Andrew Johnson,"December 26, 1866","Proclamation 160 - Revoking Exequatur of Gerhard Janssen, Consul of Oldenburg for New York",http://www.presidency.ucsb.edu/ws/index.php?pid=72074
Andrew Johnson,"December 28, 1866",Proclamation 161 - Suspension of Discriminating Duties on Tonnage and Goods Entering the United States on French Vessels,http://www.presidency.ucsb.edu/ws/index.php?pid=72075
Andrew Johnson,"January 12, 1867",Proclamation 162 - Notice of a Regulation Regarding Vessles Approaching the Coast of Japan,http://www.presidency.ucsb.edu/ws/index.php?pid=72076
Andrew Johnson,"January 29, 1867",Proclamation 163 - Suspension of Discriminating Duties on Tonnage and Goods Entering the United States on Hawaiian Vessels,http://www.presidency.ucsb.edu/ws/index.php?pid=72077
Andrew Johnson,"March 1, 1867",Proclamation 164 - Admission of Nebraska Into the Union,http://www.presidency.ucsb.edu/ws/index.php?pid=72078
Andrew Johnson,"March 30, 1867",Proclamation 165 - Convening an Extra Session of the United States Senate,http://www.presidency.ucsb.edu/ws/index.php?pid=72098
Andrew Johnson,"September 3, 1867",Proclamation 166 - Warning Against Obstruction of Justice in the States of North Carolina and South Carolina,http://www.presidency.ucsb.edu/ws/index.php?pid=72124
Andrew Johnson,"September 7, 1867",Proclamation 167 - Offering and Extending Full Pardon to All Persons Participating in the Late Rebellion,http://www.presidency.ucsb.edu/ws/index.php?pid=72125
Andrew Johnson,"October 7, 1867","Proclamation 168 - Correction to Proclamation of August 28, 1866",http://www.presidency.ucsb.edu/ws/index.php?pid=72126
Andrew Johnson,"October 26, 1867","Proclamation 169 - Thanksgiving Day, 1867",http://www.presidency.ucsb.edu/ws/index.php?pid=72127
Andrew Johnson,"July 4, 1868",Proclamation 170 - Granting Pardon to All Persons Participating in the Late Rebellion Except Those Under Indictment for Treason or Other Felony,http://www.presidency.ucsb.edu/ws/index.php?pid=72270
Andrew Johnson,"July 11, 1868",Proclamation 171 - Announcing Ratification of the Fourteenth Amendment of the Constitution by the State of North Carolina,http://www.presidency.ucsb.edu/ws/index.php?pid=72271
Andrew Johnson,"July 18, 1868",Proclamation 173 - Announcing Ratification of the Fourteenth Amendment of the Constitution by the State of South Carolina,http://www.presidency.ucsb.edu/ws/index.php?pid=72272
Andrew Johnson,"July 18, 1868",Proclamation 172 - Announcing Ratification of the Fourteenth Amendment of the Constitution by the State of Louisiana,http://www.presidency.ucsb.edu/ws/index.php?pid=72273
Andrew Johnson,"July 27, 1868",Proclamation 176 - Announcing Ratification of the Fourteenth Amendment of the Constitution by the State of Georgia,http://www.presidency.ucsb.edu/ws/index.php?pid=72275
Andrew Johnson,"October 12, 1868","Proclamation 178 - Thanksgiving Day, 1868",http://www.presidency.ucsb.edu/ws/index.php?pid=72276
Andrew Johnson,"December 25, 1868",Proclamation 179 - Granting Full Pardon and Amnesty for the Offense of Treason Against the United States During the Late Civil War,http://www.presidency.ucsb.edu/ws/index.php?pid=72360
Ulysses S. Grant,"April 8, 1869",Proclamation 180 - Convening an Extra Session of the United States Senate,http://www.presidency.ucsb.edu/ws/index.php?pid=70201
Ulysses S. Grant,"May 14, 1869",Proclamation 181 - Submitting the Constitution of the State of Virginia to the Voters of the State,http://www.presidency.ucsb.edu/ws/index.php?pid=70234
Ulysses S. Grant,"May 19, 1869",Proclamation 182 - Eight Hour Work Day for Employees of the Government of the United States,http://www.presidency.ucsb.edu/ws/index.php?pid=70245
Ulysses S. Grant,"June 12, 1869",Proclamation 183 - Suspension of Discriminating Duties on Goods Entering the United States on French Vessels,http://www.presidency.ucsb.edu/ws/index.php?pid=70256
Ulysses S. Grant,"July 13, 1869",Proclamation 184 - Submitting the Constitution of the State of Mississippi to the Voters of the State,http://www.presidency.ucsb.edu/ws/index.php?pid=70268
Ulysses S. Grant,"July 15, 1869",Proclamation 185 - Submitting the Constitution of the State of Texas to the Voters of the State,http://www.presidency.ucsb.edu/ws/index.php?pid=70279
Ulysses S. Grant,"October 5, 1869","Proclamation 186 - Thanksgiving Day, 1869",http://www.presidency.ucsb.edu/ws/index.php?pid=70290
Ulysses S. Grant,"November 20, 1869",Proclamation 187 - Suspension of Discriminating Duties on Goods Entering the United States on French Vessels,http://www.presidency.ucsb.edu/ws/index.php?pid=70301
Ulysses S. Grant,"February 10, 1870",Proclamation 188 - Certifying Foreign Compliance with Treaty Provisions for Consular Jurisdiction Over Crews of Marine Vessels,http://www.presidency.ucsb.edu/ws/index.php?pid=70180
Ulysses S. Grant,"May 12, 1870","Proclamation 190 - Revocation of Exequatur of Joaquin de Palma, Vice-Consul of Portugal at Savannah, Georgia",http://www.presidency.ucsb.edu/ws/index.php?pid=70181
Ulysses S. Grant,"May 24, 1870",Proclamation 191 - Warning All Persons Against Engaging in Illegal Military Enterprises Against the Dominion of Canada,http://www.presidency.ucsb.edu/ws/index.php?pid=70182
Ulysses S. Grant,"August 22, 1870",Proclamation 192 - Neutrality of Citizens of the United States in the War Between France and the North German Confederation,http://www.presidency.ucsb.edu/ws/index.php?pid=70183
Ulysses S. Grant,"October 8, 1870",Proclamation 193 - Forbidding the Use of Any Waters Within the Jurisdiction of the United States by Ships of War Between France and the North German Confederation,http://www.presidency.ucsb.edu/ws/index.php?pid=70184
Ulysses S. Grant,"October 12, 1870",Proclamation 194 - Prohibiting Citizens of the United States From Engaging in Military Enterprises Against Countries with Whom the United States is at Peace,http://www.presidency.ucsb.edu/ws/index.php?pid=70185
Ulysses S. Grant,"October 21, 1870","Proclamation 195 - Thanksgiving Day, 1870",http://www.presidency.ucsb.edu/ws/index.php?pid=70186
Ulysses S. Grant,"February 25, 1871",Proclamation 196 - Suspension of Discriminating Duties on Goods Entering the United States on Portuguese Vessels,http://www.presidency.ucsb.edu/ws/index.php?pid=70240
Ulysses S. Grant,"March 24, 1871",Proclamation 197 - Law and Order in the State of South Carolina,http://www.presidency.ucsb.edu/ws/index.php?pid=70253
Ulysses S. Grant,"April 20, 1871",Proclamation 198 - Convening an Extra Session of the United States Senate,http://www.presidency.ucsb.edu/ws/index.php?pid=70254
Ulysses S. Grant,"May 3, 1871",Proclamation 199 - Enforcement of the Fourteenth Amendment to the United States Constitution,http://www.presidency.ucsb.edu/ws/index.php?pid=70255
Ulysses S. Grant,"October 12, 1871",Proclamation 200 - Law and Order in the State of South Carolina,http://www.presidency.ucsb.edu/ws/index.php?pid=70257
Ulysses S. Grant,"October 17, 1871",Proclamation 201 - Suspending the Writ of Habeas Corpus in Certain Counties of South Carolina,http://www.presidency.ucsb.edu/ws/index.php?pid=70258
Ulysses S. Grant,"October 28, 1871","Proclamation 202 - Thanksgiving Day, 1871",http://www.presidency.ucsb.edu/ws/index.php?pid=70259
Ulysses S. Grant,"November 3, 1871","Proclamation 203 - Revoking the Suspension of the Writ of Habeas Corpus in Marion County, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=70260
Ulysses S. Grant,"November 10, 1871","Proclamation 204 - Suspending the Writ of Habeas Corpus in the County of Union, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=70261
